paper_id,title,year,venue,doi,url,type,publisher,seed_query,tag,query_hits,queries
559,Online Planning for Target Object Search in Clutter under Partial Observability,2019,2019 International Conference on Robotics and Automation (ICRA),10.1109/icra.2019.8793494,https://doi.org/10.1109/icra.2019.8793494,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
560,Motion Planning for Nonprehensile Manipulation,2019,2019 IEEE International Conference on Electro Information Technology (EIT),10.1109/eit.2019.8834164,https://doi.org/10.1109/eit.2019.8834164,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
561,End-to-end robot manipulation using demonstration-guided goal strategie,2019,2019 16th International Conference on Ubiquitous Robots (UR),10.1109/urai.2019.8768699,https://doi.org/10.1109/urai.2019.8768699,proceedings-article,IEEE,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
562,"Winning the RoboCup Logistics League with Fast Navigation, Precise Manipulation, and Robust Goal Reasoning",2019,Lecture Notes in Computer Science,10.1007/978-3-030-35699-6_41,https://doi.org/10.1007/978-3-030-35699-6_41,book-chapter,Springer International Publishing,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
563,Shared control–based bimanual robot manipulation,2019,Science Robotics,10.1126/scirobotics.aaw0955,https://doi.org/10.1126/scirobotics.aaw0955,journal-article,American Association for the Advancement of Science (AAAS),goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
564,Workspace Sharing in Mobile Manipulation,2019,Human–Robot Interaction,10.1201/9781315213781-6,https://doi.org/10.1201/9781315213781-6,book-chapter,Chapman and Hall/CRC,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
565,Vision for Robust Robot Manipulation,2019,Sensors,10.3390/s19071648,https://doi.org/10.3390/s19071648,journal-article,MDPI AG,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
566,Goal Planning in Recovery,2019,Managing Substance Use Disorder,10.1093/med-psych/9780190926717.003.0008,https://doi.org/10.1093/med-psych/9780190926717.003.0008,book-chapter,Oxford University Press,disappearing goal planning,robotics,1,disappearing goal planning
567,Computational neural mechanisms of goal-directed planning and problem solving,2019,,10.1101/779306,https://doi.org/10.1101/779306,posted-content,openRxiv,disappearing goal planning,robotics,1,disappearing goal planning
568,Introduction.  The Disappearing Christ and Other Stories,2019,The Disappearing Christ,10.7312/maci18708-002,https://doi.org/10.7312/maci18708-002,book-chapter,Columbia University Press,disappearing goal planning,robotics,1,disappearing goal planning
569,Disappearing Distance in City Systems,2019,The Economics of Disappearing Distance,10.4324/9781315194479-2,https://doi.org/10.4324/9781315194479-2,book-chapter,Routledge,disappearing goal planning,robotics,1,disappearing goal planning
570,&lt;p&gt;Trialing an online intervention to improve retirement planning goal setting and goal specificity&lt;/p&gt;,2019,Clinical Interventions in Aging,10.2147/cia.s189072,https://doi.org/10.2147/cia.s189072,journal-article,Informa UK Limited,disappearing goal planning,robotics,1,disappearing goal planning
571,Object Permanence,2019,,10.4135/9781544352756,https://doi.org/10.4135/9781544352756,,SAGE Publications Ltd,object permanence robot manipulation,robotics,1,object permanence robot manipulation
572,Object Permanence,2019,Valuing,10.2307/j.ctvfxv9nh.34,https://doi.org/10.2307/j.ctvfxv9nh.34,book-chapter,University of Georgia Press,object permanence robot manipulation,robotics,1,object permanence robot manipulation
573,Object Permanence,2019,Valuing,10.1515/9780820373096-032,https://doi.org/10.1515/9780820373096-032,book-chapter,University of Georgia Press,object permanence robot manipulation,robotics,1,object permanence robot manipulation
574,Object detection and classification in 3D point clouds for mobile robot manipulation,2019,"2019 International Conference on Systems, Signals and Image Processing (IWSSIP)",10.1109/iwssip.2019.8787302,https://doi.org/10.1109/iwssip.2019.8787302,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
575,Deictic Image Mapping: An Abstraction for Learning Pose Invariant Manipulation Policies,2019,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v33i01.33018042,https://doi.org/10.1609/aaai.v33i01.33018042,journal-article,Association for the Advancement of Artificial Intelligence (AAAI),deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
576,DEICTIC: A compositional and declarative gesture description based on hidden markov models,2019,International Journal of Human-Computer Studies,10.1016/j.ijhcs.2018.09.001,https://doi.org/10.1016/j.ijhcs.2018.09.001,journal-article,Elsevier BV,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
577,PERSONAL DEICTIC NOUNS,2019,The Fijian Language,10.2307/jj.13568111.35,https://doi.org/10.2307/jj.13568111.35,book-chapter,University of Hawaii Press,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
578,6. Anchoring the deictic centre,2019,How Epistemic Modifiers Emerge,10.1515/9783110411027-006,https://doi.org/10.1515/9783110411027-006,book-chapter,De Gruyter,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
579,Multifunctionality of deictic classifiers in the Toba language (Guaycuruan),2019,Genders and Classifiers,10.1093/oso/9780198842019.003.0007,https://doi.org/10.1093/oso/9780198842019.003.0007,book-chapter,Oxford University Press,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
580,Particles as deictic phonation,2019,Quaestiones Oralitatis,10.19195/qo.2019.4.79.100,https://doi.org/10.19195/qo.2019.4.79.100,journal-article,Uniwersytet Wrocławski,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
581,Genetic Manipulation/Modulation for Target Discovery and Validation,2019,Methods and Principles in Medicinal Chemistry,10.1002/9783527818242.ch9,https://doi.org/10.1002/9783527818242.ch9,other,Wiley,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
582,HIDDEN CURRICULUM OF OBEDIENCE: GASLIGHTING AS PEDAGOGY IN PHD PROGRAMME,2020,"PSYCHOLOGY OF EMOTIONAL MANIPULATION: POWER, CONTROL, AND RESISTANCE",10.25215/9141002032.16,https://doi.org/10.25215/9141002032.16,book-chapter,ZYKRA PUBLICATIONS,hidden goals manipulation,robotics,2,deictic hidden target manipulation; hidden goals manipulation
583,Communicating Robot Goals via Haptic Feedback in Manipulation Tasks,2020,Companion of the 2020 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3371382.3377444,https://doi.org/10.1145/3371382.3377444,proceedings-article,ACM,hidden goals manipulation,robotics,1,hidden goals manipulation
584,Think-Leader-Think-Women: Are Females More Effective Leaders of Teams with Hidden Goals?,2020,Academy of Management Proceedings,10.5465/ambpp.2020.19227abstract,https://doi.org/10.5465/ambpp.2020.19227abstract,journal-article,Academy of Management,hidden goals manipulation,robotics,1,hidden goals manipulation
585,Self-Regulation Prompts Promote the Achievement of Learning Goals – but Only Briefly: Uncovering Hidden Dynamics in the Effects of a Psychological Intervention,2020,,10.31234/osf.io/bz49m,https://doi.org/10.31234/osf.io/bz49m,posted-content,Center for Open Science,hidden goals manipulation,robotics,1,hidden goals manipulation
586,Women and Agriculture: Addressing Hidden Work in Land-Based Livelihoods,2020,Encyclopedia of the UN Sustainable Development Goals,10.1007/978-3-319-71058-7_114-1,https://doi.org/10.1007/978-3-319-71058-7_114-1,book-chapter,Springer International Publishing,hidden goals manipulation,robotics,1,hidden goals manipulation
587,Women and Agriculture: Addressing Hidden Work in Land-Based Livelihoods,2020,Encyclopedia of the UN Sustainable Development Goals,10.1007/978-3-319-95867-5_114,https://doi.org/10.1007/978-3-319-95867-5_114,book-chapter,Springer International Publishing,hidden goals manipulation,robotics,1,hidden goals manipulation
588,Introduction,2020,"Hidden Texts, Hidden Nation",10.3828/liverpool/9781789621433.003.0001,https://doi.org/10.3828/liverpool/9781789621433.003.0001,book-chapter,Liverpool University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
589,Introduction:,2020,"Hidden Texts, Hidden Nation",10.2307/j.ctv138wrzs.4,https://doi.org/10.2307/j.ctv138wrzs.4,book-chapter,Liverpool University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
590,Motor memories in manipulation tasks are linked to contact goals between objects,2020,Journal of Neurophysiology,10.1152/jn.00252.2020,https://doi.org/10.1152/jn.00252.2020,journal-article,American Physiological Society,hidden goals manipulation,robotics,1,hidden goals manipulation
591,Optical Trapping and Manipulation,2020,,10.3390/books978-3-03943-538-8,https://doi.org/10.3390/books978-3-03943-538-8,edited-book,MDPI,hidden goals manipulation,robotics,1,hidden goals manipulation
592,Conclusion: Hidden Meanings?,2020,Caché (Hidden),10.5040/9781838719579.0006,https://doi.org/10.5040/9781838719579.0006,other,Bloomsbury Publishing Plc,hidden goals manipulation,robotics,1,hidden goals manipulation
593,Controlling Contact-Rich Manipulation Under Partial Observability,2020,Robotics: Science and Systems XVI,10.15607/rss.2020.xvi.023,https://doi.org/10.15607/rss.2020.xvi.023,proceedings-article,Robotics: Science and Systems Foundation,long horizon manipulation partial observability,robotics,2,long horizon manipulation partial observability; task and motion planning partial observability manipulation
594,On Improving the Learning of Long-Term historical Information for Tasks with Partial Observability,2020,2020 IEEE Fifth International Conference on Data Science in Cyberspace (DSC),10.1109/dsc50466.2020.00042,https://doi.org/10.1109/dsc50466.2020.00042,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
595,Habituation and goal-directed arbitration mechanisms and failures under partial observability,2020,,10.1101/2020.11.24.396630,https://doi.org/10.1101/2020.11.24.396630,posted-content,openRxiv,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
596,Safe Motion Planning under Partial Observability with an Optimal Deterministic Planner,2020,2020 American Control Conference (ACC),10.23919/acc45564.2020.9147469,https://doi.org/10.23919/acc45564.2020.9147469,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,2,long horizon manipulation partial observability; task and motion planning partial observability manipulation
597,SQUIRL: Robust and Efficient Learning from Video Demonstration of Long-Horizon Robotic Manipulation Tasks,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros45743.2020.9340915,https://doi.org/10.1109/iros45743.2020.9340915,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
598,Integrated Motion Planning for Assembly Task with Part Manipulation Using Re-Grasping,2020,Applied Sciences,10.3390/app10030749,https://doi.org/10.3390/app10030749,journal-article,MDPI AG,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
599,Task and Motion Planning,2020,Encyclopedia of Robotics,10.1007/978-3-642-41610-1_176-1,https://doi.org/10.1007/978-3-642-41610-1_176-1,book-chapter,Springer Berlin Heidelberg,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
600,Manipulation Task Planning with Constrained Kinematic Controller,2020,Anais do Congresso Brasileiro de Automática 2020,10.48011/asba.v2i1.1276,https://doi.org/10.48011/asba.v2i1.1276,proceedings-article,sbabra,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
601,Range-based Navigation and Target Localization: Observability Analysis and Guidelines for Motion Planning,2020,IFAC-PapersOnLine,10.1016/j.ifacol.2020.12.1471,https://doi.org/10.1016/j.ifacol.2020.12.1471,journal-article,Elsevier BV,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
602,Time Optimal Motion Planning with ZMP Stability Constraint for Timber Manipulation,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9196836,https://doi.org/10.1109/icra40945.2020.9196836,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
603,Goal Density-based Hindsight Experience Prioritization for Multi-Goal Robot Manipulation Reinforcement Learning,2020,2020 29th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man47096.2020.9223473,https://doi.org/10.1109/ro-man47096.2020.9223473,proceedings-article,IEEE,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
604,The Effect of a Goal-Framing Manipulation on Environmentalism,2020,,10.31219/osf.io/vuyhc,https://doi.org/10.31219/osf.io/vuyhc,posted-content,Center for Open Science,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
605,Decidability in robot manipulation planning,2020,Autonomous Robots,10.1007/s10514-020-09957-2,https://doi.org/10.1007/s10514-020-09957-2,journal-article,Springer Science and Business Media LLC,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
606,Dual Arm Co-Manipulation Architecture with Enhanced Human–Robot Communication for Large Part Manipulation,2020,Sensors,10.3390/s20216151,https://doi.org/10.3390/s20216151,journal-article,MDPI AG,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
607,Goal Attainment,2020,Planning for Success,10.5040/9798216457503.ch-008,https://doi.org/10.5040/9798216457503.ch-008,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
608,Holistic Planning,2020,Planning for Success,10.5040/9798216457503.ch-005,https://doi.org/10.5040/9798216457503.ch-005,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
609,Succession Planning,2020,Planning for Success,10.5040/9798216457503.ch-010,https://doi.org/10.5040/9798216457503.ch-010,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
610,Contingency Planning “What If?”,2020,Planning for Success,10.5040/9798216457503.ch-009,https://doi.org/10.5040/9798216457503.ch-009,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
611,The Financial Benefits of Planning,2020,Planning for Success,10.5040/9798216457503.ch-007,https://doi.org/10.5040/9798216457503.ch-007,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
612,Goal Setting,2020,Planning for Success,10.5040/9798216457503.ch-001,https://doi.org/10.5040/9798216457503.ch-001,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
613,Disappearing in Reverse,2020,Disappearing in Reverse,10.1515/9781773851440-001,https://doi.org/10.1515/9781773851440-001,book-chapter,University of Calgary Press,disappearing goal planning,robotics,1,disappearing goal planning
614,Resource Management and its role in Planning,2020,Planning for Success,10.5040/9798216457503.ch-006,https://doi.org/10.5040/9798216457503.ch-006,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
615,How to Plan,2020,Planning for Success,10.5040/9798216457503.ch-002,https://doi.org/10.5040/9798216457503.ch-002,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
616,Disappearing in Reverse,2020,Disappearing in Reverse,10.2307/j.ctv16qjx18.2,https://doi.org/10.2307/j.ctv16qjx18.2,book-chapter,University of Calgary Press,disappearing goal planning,robotics,1,disappearing goal planning
617,Directional Planning “Logistics”,2020,Planning for Success,10.5040/9798216457503.ch-003,https://doi.org/10.5040/9798216457503.ch-003,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
618,References,2020,Planning for Success,10.5040/9798216457503.0009,https://doi.org/10.5040/9798216457503.0009,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
619,Epilogue,2020,Planning for Success,10.5040/9798216457503.0007,https://doi.org/10.5040/9798216457503.0007,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
620,Foreword,2020,Planning for Success,10.5040/9798216457503.0004,https://doi.org/10.5040/9798216457503.0004,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
621,Notes,2020,Planning for Success,10.5040/9798216457503.0008,https://doi.org/10.5040/9798216457503.0008,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
622,Planning for Success,2020,,10.5040/9798216457503,https://doi.org/10.5040/9798216457503,book,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
623,Planning a goal-oriented B2B content marketing strategy,2020,Marketing Intelligence &amp; Planning,10.1108/mip-11-2019-0559,https://doi.org/10.1108/mip-11-2019-0559,journal-article,Emerald,disappearing goal planning,robotics,1,disappearing goal planning
624,About the Author,2020,Planning for Success,10.5040/9798216457503.0010,https://doi.org/10.5040/9798216457503.0010,other,Rowman & Littlefield,disappearing goal planning,robotics,1,disappearing goal planning
625,Disappearing reeds on Chongming Island: An environmental microhistory of Chinese eco-development,2020,Environment and Planning E: Nature and Space,10.1177/2514848620974375,https://doi.org/10.1177/2514848620974375,journal-article,SAGE Publications,disappearing goal planning,robotics,1,disappearing goal planning
626,Evaluation of Human-Robot Object Co-manipulation Under Robot Impedance Control,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197329,https://doi.org/10.1109/icra40945.2020.9197329,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
627,"Tracking, Grasping, and Object Manipulation",2020,Geometric Algebra Applications Vol. II,10.1007/978-3-030-34978-3_17,https://doi.org/10.1007/978-3-030-34978-3_17,book-chapter,Springer International Publishing,object permanence robot manipulation,robotics,1,object permanence robot manipulation
628,Learning to Assemble: Estimating 6D Poses for Robotic Object-Object Manipulation,2020,IEEE Robotics and Automation Letters,10.1109/lra.2020.2967325,https://doi.org/10.1109/lra.2020.2967325,journal-article,Institute of Electrical and Electronics Engineers (IEEE),object permanence robot manipulation,robotics,1,object permanence robot manipulation
629,Human-Robot Interaction for Assisted Object Grasping by a Wearable Robotic Object Manipulation Aid for the Blind,2020,2020 IEEE International Conference on Human-Machine Systems (ICHMS),10.1109/ichms49158.2020.9209377,https://doi.org/10.1109/ichms49158.2020.9209377,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
630,Robot Telekinesis: Application of a Unimanual and Bimanual Object Manipulation Technique to Robot Control,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197517,https://doi.org/10.1109/icra40945.2020.9197517,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
631,Parameter Identification of an Unknown Object in Human-Robot Collaborative Manipulation,2020,"2020 20th International Conference on Control, Automation and Systems (ICCAS)",10.23919/iccas50221.2020.9268257,https://doi.org/10.23919/iccas50221.2020.9268257,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
632,Haptic Object Parameter Estimation during Within-Hand- Manipulation with a Simple Robot Gripper,2020,2020 IEEE Haptics Symposium (HAPTICS),10.1109/haptics45997.2020.ras.hap20.24.f5c34a19,https://doi.org/10.1109/haptics45997.2020.ras.hap20.24.f5c34a19,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
633,Linear Time-Varying MPC for Nonprehensile Object Manipulation with a Nonholonomic Mobile Robot,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197173,https://doi.org/10.1109/icra40945.2020.9197173,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
634,A Compliant Linkage for Cooperative Object Manipulation Through a Heterogeneous Mobile Multi-robot System,2020,Springer Proceedings in Advanced Robotics,10.1007/978-3-030-50975-0_5,https://doi.org/10.1007/978-3-030-50975-0_5,book-chapter,Springer International Publishing,object permanence robot manipulation,robotics,1,object permanence robot manipulation
635,Self-supervised 6D Object Pose Estimation for Robot Manipulation,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9196714,https://doi.org/10.1109/icra40945.2020.9196714,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
636,"Complex Deictic Centers, Projections and Context Deictic Centers  in Al-Araff Verse",2020,Journal of World Englishes and Educational Practices,10.32996/jweep.2020.2.5.3,https://doi.org/10.32996/jweep.2020.2.5.3,journal-article,Al-Kindi Center for Research and Development,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
637,30. Deictic verbs,2020,A Grammar of Mapuche,10.1515/9783110211795-033,https://doi.org/10.1515/9783110211795-033,book-chapter,De Gruyter,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
638,Deictic Close Reading,2020,Interlitteraria,10.12697/il.2020.25.1.4,https://doi.org/10.12697/il.2020.25.1.4,journal-article,University of Tartu,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
639,Remote Deictic Communication: Simulating Deictic Pointing Gestures across Distances Using Electro Muscle Stimulation,2020,International Journal of Human–Computer Interaction,10.1080/10447318.2020.1801171,https://doi.org/10.1080/10447318.2020.1801171,journal-article,Informa UK Limited,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
640,Deictic Shifting in Greek Contractual Writing (I–IV AD),2020,Philologus,10.1515/phil-2020-0100,https://doi.org/10.1515/phil-2020-0100,journal-article,Walter de Gruyter GmbH,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
641,"(Online) manipulation: sometimes hidden, always careless",2021,Review of Social Economy,10.1080/00346764.2021.1894350,https://doi.org/10.1080/00346764.2021.1894350,journal-article,Informa UK Limited,hidden goals manipulation,robotics,2,deictic hidden target manipulation; hidden goals manipulation
642,EFFECTS OF HIDDEN OPINION MANIPULATION IN MICROBLOGGING PLATFORMS,2021,Advances in Complex Systems,10.1142/s0219525921500090,https://doi.org/10.1142/s0219525921500090,journal-article,World Scientific Pub Co Pte Ltd,hidden goals manipulation,robotics,2,deictic hidden target manipulation; hidden goals manipulation
643,Inferring Goals with Gaze during Teleoperated Manipulation,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636551,https://doi.org/10.1109/iros51168.2021.9636551,proceedings-article,IEEE,hidden goals manipulation,robotics,1,hidden goals manipulation
644,Manipulation and Secrecy,2021,Geheimnis und Verborgenes im Mittelalter,10.1515/9783110698541-021,https://doi.org/10.1515/9783110698541-021,book-chapter,De Gruyter,hidden goals manipulation,robotics,2,deictic hidden target manipulation; hidden goals manipulation
645,Difficulty-manipulation-based learning effects on throwing performances and achievement goals in young boys,2021,Acta Gymnica,10.5507/ag.2021.005,https://doi.org/10.5507/ag.2021.005,journal-article,Palacky University Olomouc,hidden goals manipulation,robotics,1,hidden goals manipulation
646,"Goals, No-Goals and Own Goals",2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-6,https://doi.org/10.4324/9781003185550-6,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
647,"Social Achievement Goals, Prosocial Goals, and Social Dominance Goals",2021,Proceedings of the 2021 AERA Annual Meeting,10.3102/1681501,https://doi.org/10.3102/1681501,proceedings-article,AERA,hidden goals manipulation,robotics,1,hidden goals manipulation
648,"Goals, No-Goals and Own Goals",2021,,10.4324/9781003185550,https://doi.org/10.4324/9781003185550,book,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
649,Round Two,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-17,https://doi.org/10.4324/9781003185550-17,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
650,Comments,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-16,https://doi.org/10.4324/9781003185550-16,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
651,Narrow Intentions,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-13,https://doi.org/10.4324/9781003185550-13,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
652,Scientific Introduction,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-4,https://doi.org/10.4324/9781003185550-4,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
653,Philosophical Background,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-3,https://doi.org/10.4324/9781003185550-3,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
654,Global Goals,2021,Encyclopedia of the UN Sustainable Development Goals,10.1007/978-3-319-95963-4_300074,https://doi.org/10.1007/978-3-319-95963-4_300074,book-chapter,Springer International Publishing,hidden goals manipulation,robotics,1,hidden goals manipulation
655,The Teleological Imperative,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-15,https://doi.org/10.4324/9781003185550-15,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
656,Intentions and Causes,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-7,https://doi.org/10.4324/9781003185550-7,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
657,Representation and Explanation,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-11,https://doi.org/10.4324/9781003185550-11,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
658,Intentional Action and Physiology,2021,"Goals, No-Goals and Own Goals",10.4324/9781003185550-8,https://doi.org/10.4324/9781003185550-8,book-chapter,Routledge,hidden goals manipulation,robotics,1,hidden goals manipulation
659,IKEA Furniture Assembly Environment for Long-Horizon Complex Manipulation Tasks,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9560986,https://doi.org/10.1109/icra48506.2021.9560986,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
660,SyDeBO: Symbolic-Decision-Embedded Bilevel Optimization for Long-Horizon Manipulation in Dynamic Environments,2021,IEEE Access,10.1109/access.2021.3112879,https://doi.org/10.1109/access.2021.3112879,journal-article,Institute of Electrical and Electronics Engineers (IEEE),long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
661,Hierarchical Planning for Long-Horizon Manipulation with Geometric and Symbolic Scene Graphs,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9561548,https://doi.org/10.1109/icra48506.2021.9561548,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
662,Learning a Skill-sequence-dependent Policy for Long-horizon Manipulation Tasks,2021,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),10.1109/case49439.2021.9551399,https://doi.org/10.1109/case49439.2021.9551399,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
663,Data-driven Modeling for Distribution Grids Under Partial Observability,2021,2021 North American Power Symposium (NAPS),10.1109/naps52732.2021.9654473,https://doi.org/10.1109/naps52732.2021.9654473,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
664,FoLaR: Foggy Latent Representations for Reinforcement Learning with Partial Observability,2021,2021 International Joint Conference on Neural Networks (IJCNN),10.1109/ijcnn52387.2021.9534127,https://doi.org/10.1109/ijcnn52387.2021.9534127,proceedings-article,IEEE,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
665,Stochastic Motion Planning Under Partial Observability for Mobile Robots With Continuous Range Measurements,2021,IEEE Transactions on Robotics,10.1109/tro.2020.3042129,https://doi.org/10.1109/tro.2020.3042129,journal-article,Institute of Electrical and Electronics Engineers (IEEE),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
666,Task-Space Decomposed Motion Planning Framework for Multi-Robot Loco-Manipulation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9560902,https://doi.org/10.1109/icra48506.2021.9560902,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
667,Continuous Optimization-Based Task and Motion Planning with Signal Temporal Logic Specifications for Sequential Manipulation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9561209,https://doi.org/10.1109/icra48506.2021.9561209,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
668,Tree Search-based Task and Motion Planning with Prehensile and Non-prehensile Manipulation for Obstacle Rearrangement in Clutter,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9561895,https://doi.org/10.1109/icra48506.2021.9561895,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
669,State-Based Recurrent SPMNs for Decision-Theoretic Planning under Partial Observability,2021,Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence,10.24963/ijcai.2021/348,https://doi.org/10.24963/ijcai.2021/348,proceedings-article,International Joint Conferences on Artificial Intelligence Organization,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
